5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetCraterSign-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetCraterSign-1.jpg~original,HTTP Error 404: Not Found,351144.082781108
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/WukokiSgnA-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/WukokiSgnA-1.jpg~original,HTTP Error 404: Not Found,351144.094366403
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/WukokiSign1-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/WukokiSign1-1.jpg~original,HTTP Error 404: Not Found,351144.103755234
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC6-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC6-1.jpg~original,HTTP Error 404: Not Found,351144.108516523
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC5-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC5-1.jpg~original,HTTP Error 404: Not Found,351144.118221811
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC11-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC11-1.jpg~original,HTTP Error 404: Not Found,351144.124579814
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC14-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC14-1.jpg~original,HTTP Error 404: Not Found,351144.129697763
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/Wukoki2-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/Wukoki2-1.jpg~original,HTTP Error 404: Not Found,351144.138807571
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC1-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC1-1.jpg~original,HTTP Error 404: Not Found,351144.147891493
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC2-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC2-1.jpg~original,HTTP Error 404: Not Found,351144.156382436
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/WukokiBldg-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/WukokiBldg-1.jpg~original,HTTP Error 404: Not Found,351144.163665038
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/PeckerWood.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/PeckerWood.jpg~original,HTTP Error 404: Not Found,351144.169519794
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC9-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC9-1.jpg~original,HTTP Error 404: Not Found,351144.180306412
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC12-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC12-1.jpg~original,HTTP Error 404: Not Found,351144.191335423
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC8-1.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/SunsetC8-1.jpg~original,HTTP Error 404: Not Found,351144.258080427
5591991,http://i30.photobucket.com/albums/c334/PDP8PDP8/Wukoki3.jpg,http://i30.photobucket.com/albums/c334/PDP8PDP8/Wukoki3.jpg~original,HTTP Error 404: Not Found,351144.29753319
5693038,http://i141.photobucket.com/albums/r65/kiwiinusa/Iron%20Brewer%20and%20Shearboy%20completely%20fucking%20lost/DSC01151.jpg,http://i141.photobucket.com/albums/r65/kiwiinusa/Iron%20Brewer%20and%20Shearboy%20completely%20fucking%20lost/DSC01151.jpg~original,HTTP Error 404: Not Found,351146.766400718
5693038,http://i141.photobucket.com/albums/r65/kiwiinusa/Iron%20Brewer%20and%20Shearboy%20completely%20fucking%20lost/DSC01141.jpg,http://i141.photobucket.com/albums/r65/kiwiinusa/Iron%20Brewer%20and%20Shearboy%20completely%20fucking%20lost/DSC01141.jpg~original,HTTP Error 404: Not Found,351146.771727614
5693038,http://i141.photobucket.com/albums/r65/kiwiinusa/Iron%20Brewer%20and%20Shearboy%20completely%20fucking%20lost/DSC01149.jpg,http://i141.photobucket.com/albums/r65/kiwiinusa/Iron%20Brewer%20and%20Shearboy%20completely%20fucking%20lost/DSC01149.jpg~original,HTTP Error 404: Not Found,351146.779683421
5693038,http://i141.photobucket.com/albums/r65/kiwiinusa/Iron%20Brewer%20and%20Shearboy%20completely%20fucking%20lost/DSC01143.jpg,http://i141.photobucket.com/albums/r65/kiwiinusa/Iron%20Brewer%20and%20Shearboy%20completely%20fucking%20lost/DSC01143.jpg~original,HTTP Error 404: Not Found,351146.784791938
